content_name,Concepts
switch_v2,"StringDataType:0.37199435222906685,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,BreakStatement:1.7201593034059568,ActualMethodParameter:0.2604508319364623,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SwitchStatement:1.6532125137753437,DefaultClause:1.7201593034059568,StringLiteral:0.3814588424215749,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,CaseClause:1.6532125137753437,java.lang.System.out.println:0.46560062245835854"
testttttt,"ClassDefinition:0.0,IntDataType:0.2996534668351779,PublicClassSpecifier:0.05897785995933788,SimpleVariable:0.5392691614685069,InstanceField:0.4983105537896005"
textarea_demo,"SuperclassConstructorCall:1.0359125558906443,SimpleAssignmentExpression:0.15986204685990157,StringAddition:0.49398918000695796,ActualMethodParameter:0.4047131718008177,PublicMethodSpecifier:0.05978639553726891,StaticMethodSpecifier:0.11809931207799448,ClassDefinition:0.0,PrivateFieldSpecifier:1.3245612472053185,ConstructorDefinition:0.640978057358332,StringLiteral:0.47091569826667773,ObjectMethodInvocation:1.0929333671458092,ObjectCreationStatement:1.445253223898372,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ImportStatement:1.3325929770870883,PublicClassSpecifier:0.05897785995933788,InstanceField:0.843713109192127,PublicConstructorSpecifier:0.7579478642953567,StringDataType:0.48004759185990303,StringVariable:0.6470522050705252,ConstructorCall:1.445253223898372,MethodDefinition:0.04751125057285596,False:1.0359125558906443,OnDemandImport:2.084258988301393,ExtendsSpecification:0.6232492903979004,SimpleVariable:0.9130620603033284"
textfield_test,"PublicConstructorSpecifier:0.7579478642953567,StringDataType:0.4984085387600195,ActualMethodParameter:0.4361120789616713,False:1.0359125558906443,PublicMethodSpecifier:0.05978639553726891,PrivateClassSpecifier:1.8962505624616381,StringInitializationStatement:1.1972805581256194,EqualExpression:2.436858266006567,OnDemandImport:2.084258988301393,ExplicitTypeCasting:1.1558878729673943,ExtendsSpecification:0.6232492903979004,SimpleVariable:0.9130620603033284,SuperclassConstructorCall:1.0359125558906443,SimpleAssignmentExpression:0.19345467865625374,ObjectCreationStatement:1.3991461227523356,FormalMethodParameter:0.16097746987610817,StaticMethodSpecifier:0.11809931207799448,ImplementsSpecification:0.9072459467631013,StringVariable:0.6470522050705252,StringAddition:1.1788035947048425,ClassDefinition:0.0,StringCreationStatement:1.4191293077419758,PrivateFieldSpecifier:1.3245612472053185,ConstructorDefinition:0.640978057358332,StringLiteral:0.5110893300104515,ObjectMethodInvocation:1.2969700690554857,ConstructorCall:1.3991461227523356,MethodDefinition:0.04751125057285596,VoidDataType:0.05362815767166245,MethodImplementation:0.9072459467631013,IfElseIfStatement:2.8377068490306945,ImportStatement:1.3325929770870883,IfStatement:1.0833372058187825,PublicClassSpecifier:0.05897785995933788,StringConstructorCall:1.4191293077419758,InstanceField:0.843713109192127"
TypeCasting,"PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,FloatDataType:1.7993405494535817,ByteDataType:1.8962505624616381,MethodDefinition:0.022639365465170848,DoubleDataType:0.7993405494535817,ExplicitTypeCasting:2.4257604945318167,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.12949407201071567,IntDataType:0.2996534668351779"
use_2darray,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,ArrayInitializationStatement:1.1558878729673943,MultiDimensionalArrayDataType:1.7201593034059568,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,IntDataType:0.2996534668351779,ActualMethodParameter:0.10914446942506807,StringAddition:0.49398918000695796,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,SimpleAssignmentExpression:0.05426575787152426,StringLiteral:0.1598540601849957,ArrayElement:1.021189299069938"
use_array,"ArrayVariable:0.979796613911713,SimpleAssignmentExpression:0.11388278632306903,LessExpression:0.7907403776916642,ArrayElement:1.021189299069938,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayDataType:1.1558878729673943,IntDataType:0.2996534668351779,ArrayLength:1.1972805581256194,MultiplyExpression:0.9542425094393249,MethodDefinition:0.022639365465170848,ArrayCreationStatement:1.3222192947339193,DoubleDataType:0.7993405494535817,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533"
using_array,"ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,ArrayVariable:0.979796613911713,SimpleAssignmentExpression:0.11388278632306903,PostIncrementExpression:0.7907403776916642,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayDataType:1.1558878729673943,ForStatement:0.8170693164140133,ArrayElement:1.021189299069938,MethodDefinition:0.022639365465170848,ArrayCreationStatement:1.3222192947339193,IntDataType:0.5073574225169946,LessExpression:0.7907403776916642"
variables1,"ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,SimpleVariable:1.1317168891575557,DoubleDataType:0.7993405494535817,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,StringVariable:0.6470522050705252,MethodDefinition:0.022639365465170848,IntDataType:0.2996534668351779,StringDataType:0.1558878729673943"
variables2,"PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,StringInitializationStatement:1.1972805581256194,StringLiteral:0.1598540601849957,AddExpression:0.9931605754696945,MethodDefinition:0.022639365465170848,IntDataType:0.2996534668351779,StringVariable:0.6470522050705252,DoubleDataType:0.7993405494535817,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.12949407201071567,StringDataType:0.1558878729673943,MultiplyExpression:0.9542425094393249"
variable_print_annoexp,"ActualMethodParameter:0.22905192477560865,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.14160312593692462,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,java.lang.System.out.print:0.979796613911713,AddExpression:1.681567028199806,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.5073574225169946"
variable_print_println_annoexp,"StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.14160312593692462,StringLiteral:0.3814588424215749,AddExpression:1.681567028199806,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,java.lang.System.out.print:2.556718430815781,StringDataType:0.37199435222906685,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.5073574225169946,ActualMethodParameter:0.3361040131921593,java.lang.System.out.println:0.5091391640910456,FormalMethodParameter:0.07670662691976943"
vvvv,"ClassDefinition:0.0,IntDataType:0.2996534668351779,PublicClassSpecifier:0.05897785995933788,SimpleVariable:0.5392691614685069,InstanceField:0.4983105537896005"
welcome_applet2,"ImportStatement:1.0751276232261746,ExtendsSpecification:0.6232492903979004,PublicMethodSpecifier:0.028488537811437533,ActualMethodParameter:0.18479765068076517,ClassDefinition:0.0,FormalMethodParameter:0.07670662691976943,VoidDataType:0.025554104472388137,StringLiteral:0.2706564513032853,PublicClassSpecifier:0.05897785995933788,MethodDefinition:0.022639365465170848,ObjectMethodInvocation:0.5310033338297274,StringDataType:0.26394111259823055"
welcome_lines,"ImportStatement:1.0751276232261746,PublicClassSpecifier:0.05897785995933788,MethodDefinition:0.022639365465170848,ObjectMethodInvocation:0.6581649454303579,StringDataType:0.1558878729673943,OnDemandImport:1.681567028199806,ExtendsSpecification:0.6232492903979004,PublicMethodSpecifier:0.028488537811437533,ActualMethodParameter:0.22905192477560865,ClassDefinition:0.0,FormalMethodParameter:0.07670662691976943,VoidDataType:0.025554104472388137,StringLiteral:0.1598540601849957"
while,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,WhileStatement:1.2678616324113265,ActualMethodParameter:0.10914446942506807,StringAddition:0.49398918000695796,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,LessExpression:0.7907403776916642,StringLiteral:0.1598540601849957,PostIncrementExpression:0.7907403776916642"
while_counter,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,WhileStatement:1.2678616324113265,StringLiteral:0.1598540601849957,java.lang.System.out.println:0.19511449636911166,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,LessEqualExpression:1.4191293077419758,StringDataType:0.1558878729673943,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,ActualMethodParameter:0.10914446942506807,PreIncrementExpression:1.6532125137753437"
wrapper_class,"ImportStatement:0.6349876936691446,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,java.util.ArrayList:0.9542425094393249,ConstructorCall:0.43761271343598884,java.lang.Integer:4.241692700752656,IntDataType:0.2996534668351779,PostIncrementExpression:0.7907403776916642,OnDemandImport:0.9931605754696945,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,ObjectMethodInvocation:0.8183696295474735,WrapperClassCreationStatement:3.4221709630981985,ForStatement:0.8170693164140133,ExplicitTypeCasting:1.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectCreationStatement:0.43761271343598884,ActualMethodParameter:0.2604508319364623,WrapperClassConstructorCall:3.4221709630981985,LessExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166"
wrapper_class_v2,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.Integer:2.0211892990699383,IntDataType:0.5073574225169946,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.7483875446874532,WrapperClassCreationStatement:2.0211892990699383,ForStatement:0.8170693164140133,java.lang.System.out.println:0.19511449636911166,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.11388278632306903,ActualMethodParameter:0.2604508319364623,WrapperClassConstructorCall:2.0211892990699383,LessExpression:0.7907403776916642,ImportStatement:0.6349876936691446"
